received,host,jitter,packet_loss,avgping,minping,time,sent,maxping
0,192.168.123.2,NaN,100,NaN,NaN,19:36:22,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:36:33,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:36:44,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:37:8,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:37:19,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:37:30,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:37:41,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:37:52,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:38:3,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:38:14,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:38:25,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:38:36,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:38:47,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:39:8,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:40:47,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:40:58,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:41:9,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:41:20,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:41:31,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:41:42,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:41:53,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:42:5,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:42:16,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:42:27,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:42:38,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:42:49,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:43:0,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:43:11,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:43:22,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:43:38,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:45:33,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:45:44,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:45:55,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:46:6,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:46:23,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:46:34,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:46:45,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:46:56,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:47:7,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:47:18,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:47:29,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:47:40,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:47:51,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:2,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:13,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:24,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:35,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:46,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:48:57,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:49:8,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:49:19,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:49:30,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:3,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:14,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:25,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:36,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:47,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:51:58,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:52:10,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:59:34,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,19:59:45,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:0:23,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:1:8,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:1:19,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:1:30,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:1:41,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:1:52,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:3,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:14,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:25,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:36,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:47,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:2:58,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:3:9,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:3:20,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:3:31,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:3:42,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:3:53,1,NaN
0,192.168.123.2,NaN,100,NaN,NaN,20:4:4,1,NaN
